,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2020-08-01,289042.1719726769,559314.8410849944,255164.70380533018,361726.66757988575,366028.4394627609,221012.55818688814,180514.49068013905,444996.5004174339,294698.8432641989,432044.3437509937,412294.8843849531,199466.54457965388,595681.271067669,313254.8274268852,626177.3124398798,306839.07287858374,366092.6114131191,216120.08982347196,297602.81560047116,268368.739219967,187628.9648776862,328907.1524219064,200752.50809905303,202514.18399670083,219554.58462660803,279444.3065087696,215374.87274727467,379157.9419771508,211057.7351847766,313307.4982969389,313412.235778386,260535.02060685228,170599.29917966388,218477.6757310209,156643.96947783703,144421.61913808263,170056.59007252418,123639.58751128796,312544.3560157275,226468.60359602064,268917.98827376013,150919.46021743087,176287.38911397455,163980.14361527527,280988.2681701434,271702.52898009407,147085.1149127521,221844.2222118808,190875.01577074509,168903.5619389085,163890.6432110656
2020-09-01,292168.52756632277,566522.7601670226,257689.7984256798,363803.39227007626,369018.0190958602,223168.0491814305,182615.27558014926,449800.48302924394,298996.6371986115,437795.77747162635,416087.85918824136,201058.79603687496,599981.8464934294,315490.3943438376,631039.7802930631,311323.4521020508,371083.6289723559,218806.38993505435,301715.5245122046,270511.6156505433,189403.46991193283,331945.85749581066,202937.72856163493,204856.36985805203,222501.36102996254,283336.64003320265,217798.50493886488,383290.3939074376,213907.63667400015,316682.71432183654,315299.57181496016,265088.64880777337,172508.91217554672,221181.83488709037,158555.08532887106,146350.1843059507,171705.83345254828,125082.24701882173,317981.8695982914,228108.5088651136,271710.2172599981,153039.8770706424,178720.9566769776,165990.31025474687,283901.30061342084,273959.92401006975,148828.01104285373,224297.4173824708,193208.19597596713,170628.1741087863,166048.64059051708
2020-10-01,296048.6849074459,575778.2267768965,260677.78816280118,367207.3572697363,373650.6558866447,225600.75979748878,185193.12169157027,456192.87650955486,304083.3826957277,445088.09735649405,421151.4983819504,203215.0608338001,604410.1842232737,318358.87449163763,637114.1119014835,317000.06682377704,377505.7761192694,222116.26086812865,306723.4458722332,273639.73125425,191226.29641595038,335797.0870538967,205682.5766905722,207577.48373881658,225989.79436135278,287469.9586771733,220737.73600455327,388926.6148273237,217024.57226907555,321372.1901149087,317277.8924224729,270428.2848935637,174671.00055947946,224548.52693338445,160423.32554649306,147820.86509461826,173872.3274554014,127013.21804872357,325069.5325538427,229299.74463771938,275819.4607242618,155382.33114863792,181477.68913359763,167832.9424105188,287678.45863315836,276412.3772543151,150808.9322136197,226889.6624655954,195698.38329737206,172498.0082858297,168694.7946159524
2020-11-01,300241.3128471313,586555.7315422712,264186.00100927445,371705.93012634915,379353.52362399345,228375.18437876724,188127.41107753475,463629.16811392637,309707.515655696,453276.44093150686,426929.32002815447,205763.51658459078,609070.7898092675,322017.332401641,644325.0097162487,323260.28483093553,384840.93008853006,225825.68818994044,312844.33168521145,277294.16441494826,192541.6352327656,340178.5441654287,208966.77783889754,210518.43385515115,229738.431717466,291342.70652063034,223945.05646541005,395634.1577211463,220096.5873498456,326962.9348937171,319199.8218658594,276152.84317811736,176965.51180241743,227852.8277478871,162230.84643936643,149012.66026290975,176592.81076436804,129308.33359541984,333814.96407723235,230269.5991636857,280797.8222635885,157814.03528301654,184424.5725590987,169673.35209905624,292456.6148248339,279225.40475742123,153119.26149988422,229774.3776065079,198236.76734601613,174308.30062590656,171607.31189373552
2020-12-01,304243.7662931681,597305.9133670167,267672.86235865054,376668.0642602741,385406.48803411826,231063.21664906756,190802.68991739547,471071.0162528653,315198.9852726991,461117.5651040664,432585.5981388921,208151.18547509518,612899.5347979753,326123.6301204154,651627.6305949632,329418.08681943803,392304.47875333467,229515.68265028542,319461.90463577554,280900.78979970963,193064.76085152608,344410.5131273664,212058.34412921863,213285.15269962722,233453.01698664707,295113.57282844576,226862.5507110797,402590.85612737155,222900.91953900232,332867.9253421857,320828.92061936174,281747.8596735164,178932.8426679643,230679.798176741,163625.07004301305,149842.19616106918,179241.58179032567,131512.20427093437,343605.22283522383,230544.49217196627,285979.3105164454,159913.25709770995,186945.13368231486,171172.38501149943,297930.52690169035,281813.2114273974,155386.1294659253,232268.27931902208,200478.99354924695,175555.80457366307,174339.96115376084
2021-01-01,307905.69635971077,606232.7106833163,271281.7061738262,381365.31513754657,391047.589544123,233885.12246319896,193553.20538032628,477801.0297015716,320607.91814647114,468730.3729799819,438028.6537613783,210516.47097003655,615642.9855298154,330316.34075418924,658486.8404355161,335301.6105759651,399792.280569915,233212.01067031597,326260.7497235741,284214.84610783675,193421.06064612293,348330.1631698788,214904.71567871366,215872.0197002668,236981.36985360624,299109.10747093585,229783.42779289893,409438.6260470594,225641.85358725511,338382.1082718168,321897.228586816,286939.7162684847,180772.3802724266,233027.70599835934,164980.34633762433,150882.96002101712,181685.7180518038,133663.69789644785,354151.2042376722,230967.82559651366,290873.5174342584,161685.85748902382,189123.62524141476,172617.08810949497,303315.74841087486,284290.90661921137,157518.6744890533,234580.0767645462,202716.16661549694,176499.7321675364,176736.13726491772
2021-02-01,311541.5834841896,613870.3476908129,274877.1265141145,386266.97738261643,396780.4669023599,236890.93884734777,196562.26843439348,484457.5059295956,326226.8163348117,476977.86881807,444196.65411347337,213098.3170281047,617962.890437296,334761.3361609269,665254.3082071663,341463.646404502,407966.1546906356,237061.05785245003,333431.58715372457,287582.6998542661,194145.17760736714,352601.1900024841,217683.1478494172,218528.55455045754,240617.1994812995,303558.3471850848,232928.20755262978,416669.073299061,228835.59040560262,344138.97431140806,322474.410992006,291963.77509801113,182678.521621419,235314.87248995388,166452.93448392965,152183.98837997156,184144.07955709318,135696.75444263904,365872.95568937244,231512.94643225367,295595.25180416397,163326.47351773758,191390.88709001537,174176.5839400968,308624.39313583827,286742.43443031196,159468.04857751518,237104.3847316493,205137.64684346516,177579.30414706506,178990.80217530156
2021-03-01,315234.37066050904,620789.4151939155,278719.1272576216,390847.0293931661,402077.292910158,240294.1614382876,199760.05067269303,491182.964824754,332799.93842158694,486163.35905887146,451686.1866355289,215731.15952221572,621243.713148518,339931.5456084469,672426.3652962866,347827.51428538334,417035.4299812925,241096.4244067719,341366.8700640004,290940.8789904535,195054.4030063461,357310.6036334154,220575.25364777338,221275.54822030442,244332.8286740135,307384.1278261061,236266.68974392733,424410.9330745794,232265.46290647518,350122.4255194694,322724.982508533,296797.3505161207,184758.5726336783,237510.80657075715,168221.06814746786,153730.92348420797,186957.85069098728,137787.9699692407,378987.68491781974,231976.26999633608,300194.17785617564,164965.21556314293,194093.32980097565,176149.61390379703,313017.2169280507,289561.0787870586,161363.946647805,239841.6103524362,207886.26484425203,178921.1641674818,181310.86174186436
2021-04-01,319191.719074843,629847.3939048304,282991.63677987375,395102.44566662255,407490.6754733051,244070.94852877638,203044.86334478518,498660.39505032,340491.0999838571,496608.93254265096,460400.13674996374,218211.82540961017,625614.5338566565,346008.6931112208,681229.9261485556,354985.25862589496,427202.31095785956,245313.18837260254,350368.84033565177,294680.10558978544,195989.0667905011,362415.42346888984,223541.21628646855,224156.4775347585,248367.5899375178,311213.07787356596,239900.9444626026,432536.58801509376,235874.88892619812,356706.05519403174,323628.5518015818,302098.5476057797,187074.4301120854,240227.6868253746,170184.25054563014,155514.11760455283,189987.61925889374,139531.38019006996,393095.2191752054,232871.62965519968,304738.25255462644,166661.45972922698,197312.6179176808,178488.9400171656,317265.7611625139,292652.1866675911,163231.87430331853,243098.9358011963,210955.40350071984,180653.29918529178,183807.3296932263
2021-05-01,323401.18750376604,640693.7730323706,288162.05340432684,399356.57957285526,412804.57698271674,248393.09889877736,206409.95003070473,506462.3201102445,349670.5671431646,507278.99131273385,469824.08678395883,220442.29203697326,630905.8197484965,353307.5249006269,691645.0958561439,362491.1901249541,438493.54348178423,249863.43829017147,360539.91643538955,298899.93126910506,196928.54691519725,367390.8152421687,226520.18908772603,227513.49271238828,252905.79778981474,316283.9138813047,244056.36352548926,440491.8680125773,239452.08254526427,363357.8403688975,325626.27475593804,308158.6122575221,189674.03555571745,243938.5627206243,172385.87972043044,157471.0427862522,193125.19152234853,141027.13561557655,407740.5327789921,234427.9349455598,309471.6813788527,168490.27247248878,200714.58959685636,181179.7731130689,321467.64886928536,295550.24954693665,165173.80449955704,247012.77599030282,214235.26727649182,182644.29902210843,186427.7944565272
2021-06-01,327550.4443401233,652339.1796769965,294491.96291535633,403340.9432880224,418065.4418279538,253017.53891152816,209895.50143378237,513843.38473388116,359761.80712002,517288.1575734932,479078.39137549984,222767.0043270761,635933.9814521056,361634.3280765726,703392.3183706537,369892.2050334146,449927.0661068012,254795.32639048342,370752.6934507116,303503.80598526093,198163.01378061305,371791.9352427937,229643.3029345261,231449.01712122266,258022.68880308955,322850.71049591404,249184.77484942143,447703.00158851227,243074.8832479414,369600.0008289904,328353.2256883928,315116.3124469221,192644.32034812137,248317.8386639472,174955.39064327348,159629.6790283284,196270.09393664214,142574.07760462418,420980.90495087317,236672.063288265,314218.52973237546,170574.87680978896,203999.24838620747,183935.04361345025,326119.02078318415,298052.2288518262,167300.78754132136,251402.80811720737,217446.91871347072,184795.6983163637,189121.763913234
2021-07-01,330680.5854852343,662864.5475345178,300974.0926866243,406861.0675392433,422761.26647204673,257260.04818917424,212517.68529633572,518852.06342831004,369815.108156099,525419.5146477901,486801.02798649017,224745.53699691858,638335.634618091,370229.99022889935,713655.9371622456,375484.5249534606,460370.3525442585,259271.5873163521,379936.01298566087,307517.9973214054,199141.1091138435,374865.8850945467,231908.85947546168,235418.71009534915,262777.46795690083,330405.36391594587,254339.50763357346,453960.50416310754,246269.67445958036,374069.72705530724,332277.6950119352,321612.847909622,195589.1078070403,252215.76793830874,177598.46838775778,161821.91015864027,199002.13628988471,143320.66911365523,431698.5578626271,238809.03909015088,317718.5719070731,172422.39332374142,206379.93862973116,186283.1055256354,329806.4429889929,300302.45475410536,169113.54202741172,255742.2749904054,219766.7501133841,186718.26073718315,191017.28810461037
2021-08-01,332333.50281808764,670146.5778402953,306740.86613960005,409007.11761476524,425891.99634096486,260494.04220002503,213653.8180295797,520550.0112896147,378654.807658947,530378.8551215815,492121.29666983103,225898.23180456544,637439.8168497783,377844.9953838812,720370.598294132,377710.94832571084,468463.175010467,262806.0998011591,387329.588904911,309741.41802287515,199407.62938243707,376314.3666176856,232788.83132670049,238546.4122752964,266286.32019633363,335228.36636485485,258341.87527134424,458444.1377599677,248763.30686001162,376240.02240343974,335783.41153745825,325638.46680911415,197888.7815490483,254199.52588793306,179874.83556233486,163738.08336983927,200776.26630069464,143191.38782485647,438676.71521933743,240238.41632251084,319167.62988734775,173632.51694416258,207598.8513118717,187852.8704429334,331865.2525648523,302334.4027997298,170521.2515199197,258908.56780469697,220695.15998738384,187918.31465246924,191663.1488087426
2021-09-01,332692.75107225525,675084.4357179169,311413.58595541527,410068.04908901214,427677.4508480898,262858.16908961773,213458.21452021712,519949.55835781805,386002.4869806262,533237.0498102333,495434.03986430424,226050.71655989948,634315.7884761225,384049.5370411353,725280.1316052178,377114.0903331205,474495.1046650577,265572.0218772385,392907.46967307717,310285.2132190945,199138.33589189258,376417.29229108075,232025.31522950614,240820.5001747588,268589.5944105447,337462.3295958858,261033.42407654997,461715.1236415503,250340.75659312579,376576.5441105271,338960.5185278984,327132.9558304488,199373.7252407069,254568.3979247675,181396.75077617363,165089.06820327853,201574.30831959026,142034.9150701113,442959.32324770367,240771.25595615237,318599.0597151018,174005.93251507994,207858.8057095938,188643.20135190603,332195.7990365675,304113.0237687459,171391.96920076504,260830.0226736972,220329.74767908335,188507.5230390773,191208.29716236363
2021-10-01,333163.9680025817,679492.6818292291,316014.2890894375,411600.7350119706,429228.9303509859,265310.53372641857,213187.39262130237,519555.45331229875,392529.74445510673,535274.74464805,498838.5741840506,226212.0934324237,632227.8103677989,389515.9585325515,731412.0355517743,375923.92998445564,479438.91428393824,268805.6548065136,398098.083632466,310350.4753603986,199408.75273786986,376788.20693237986,231416.2064293796,243148.37150927607,270772.45153538283,337727.7538340862,263638.3219850818,464654.0653520052,251707.00152893565,376659.13119083317,341103.6145130333,327454.4953879185,200791.90525288522,254341.62065538418,182820.90206615327,166540.23296388338,202423.24881564002,141685.33814710414,446306.5882525307,241240.10328119397,318000.0398846874,174475.402841169,208356.16796243074,189321.28110838938,332829.62229866086,306245.14233907784,172759.4159966337,262402.62437376264,219995.6776166925,189113.65823805283,190932.60011740774
2021-11-01,334504.8342523581,685305.0475935321,321160.9687647174,413904.972432791,431624.22646393435,268485.6734385406,213530.77373537907,520473.1101975977,398746.33269398526,538368.8774701814,503435.6147665074,226912.79383215067,631184.4894107656,395186.229950869,740024.459594556,376295.19705163926,484250.3727319278,272914.01555436786,403433.19202947634,311171.27120065055,200481.57293335674,377892.31673650414,231524.91800742704,246066.4691891387,273599.6468710926,339090.3484815229,267254.47182348254,468109.5760001123,253502.2531386506,377561.89189607947,342567.17028138094,328814.0360866308,202740.73545706295,254755.30192627502,184548.1054366968,168609.61800523687,203829.78952586264,142224.33812730783,449703.95759353664,242013.36920484997,318227.396097968,175380.3086483438,209576.08715361325,190388.35881828386,334506.95001835894,308912.457138462,174520.8085198611,264623.57314550196,220435.16916658272,190106.281187359,191318.8384720121
2021-12-01,336878.7859422547,692470.3783528232,326724.2376450662,416628.65165072255,434640.1770521626,272135.40257598885,214391.64553254694,522566.33625552384,404583.0283613627,542805.7674890272,509011.18640545337,228342.46097331276,630413.1100803502,400759.54573635926,749194.9074627672,378292.0355062007,489547.4842520272,277620.17613817606,409304.5865417872,312639.1382054559,201897.70115926396,379892.28094394243,232502.90054280148,249329.98707201748,276773.2813761016,341325.13588372356,271556.4923996506,471977.6321518738,255825.51307396486,379297.17347722035,344251.1929711888,331013.68228597165,204876.29174480392,255839.56327239692,186589.91181762982,170823.59017212427,205621.42549297947,143233.56702604276,453544.20296517696,243369.61316713938,319808.6056455188,176700.8103207714,211410.10372043448,191784.68740804354,337350.6144808357,311861.124799841,176572.34293903862,267727.241543372,221661.28241581106,191386.7542631951,192176.48818739157
2022-01-01,340708.84780196554,702463.2365846635,333708.06762024993,419837.1294954398,438570.6200162422,276937.1363478223,216566.46397205643,527740.0760529934,410654.0558528214,550899.3592680728,516538.3639188392,230853.7365575375,631314.5356914435,407601.4699406989,764158.0505063516,383647.8640790057,497038.8604065567,283650.8758210615,416805.81198655744,315410.3194370872,203503.67719297935,382846.6974256863,234870.73080933304,253428.63000361164,281342.2613089128,345516.38698959403,276889.680633382,477175.18175819766,259176.38294539988,383293.58758707746,345551.8907689387,335180.91706399113,207241.87044916648,257984.46934396436,188883.9849968896,172608.2903176291,208346.34857191658,145228.5158122723,458269.51695803663,245442.17318035557,323513.53675877256,178707.6765890251,214207.17822643765,194104.53241314876,341554.2310095383,315300.4066166955,179122.01100236588,271982.0321881887,224152.4655700021,193308.453698462,194261.0882444538
2022-02-01,345118.4082682428,715286.2754109012,341831.13785935956,423726.8606966022,443209.94770356524,282307.5343732841,219921.03154856453,535912.6059186357,417559.5032809018,562280.1959444351,526200.2158384669,234327.85438148538,635555.5162996055,415741.7794937521,783978.1197249474,391841.64637064544,506876.5349553549,290350.66699772305,425000.8541821165,319015.54259515175,205052.98676008385,386501.3569730888,238344.3258831992,258121.17730925255,286915.4411539394,350495.5107582798,282951.1342505687,483906.6001532802,263549.5246241645,389369.4722412767,346571.6456182334,341000.66534038476,209569.75398456035,260790.58096785695,191021.18846534903,173496.06867257622,211902.7888348791,147454.11159937808,464363.6815085109,247281.40189529918,328809.4312029237,181070.31750438808,217785.4065679999,196847.72799364207,346569.800585983,318533.09924526495,181928.4014134859,276692.28263437684,227690.1316598462,195624.44654342276,197300.64020039642
2022-03-01,350129.98366921424,730748.7984852442,351418.9675262395,428918.2675600574,449123.0551586921,288380.1802232523,224154.0265817965,546907.7714959761,426089.0864774334,576621.4307166698,538211.25573026,238506.05289111353,643773.3893926947,425748.35347330454,808445.8866368408,402571.4520651623,518960.0411009675,297352.3660711913,434796.78257620294,323529.19974353554,206871.57331705108,391030.25856307894,242690.7493305401,263450.1368939818,293625.9473158465,356340.0458572775,289057.41731552576,492230.4235299127,268859.5435172983,397332.6946503765,347960.6167546411,348546.71231180924,212081.7192041482,264178.25351133215,192972.88546937946,174246.63697555134,216002.49680494642,149953.99780769722,471849.70343558094,249169.77805988074,335165.18933515257,183693.7356832012,222011.8266028324,200076.20238834116,352455.11477747327,322345.263648833,184977.54115224633,282001.96873816516,232179.5246592943,198450.62018461447,200995.8706515152
2022-04-01,354962.42375276284,744810.0834789298,361501.46190384193,434230.0506761086,455240.28242353915,294272.020524162,228251.70566321778,557181.6717381758,435671.2299203402,590309.8153283121,550033.8008650987,242413.11348739357,651437.0479710983,435978.16330034676,828317.1644181296,413197.13521525887,530958.0950922539,303660.0450819789,445141.8053106495,328103.5845084437,208587.80914076744,395559.808288987,246630.2120573645,268884.7261125539,300454.1226594098,362538.15498829546,294966.4975505728,500605.96146091324,273978.3878640164,405147.03727020393,350249.6346139058,356695.21544676716,214814.027085049,268230.853465085,194909.11121077873,175063.21096663826,219836.27507679246,151836.84494584662,479910.521888561,251222.3591111508,341139.6883887923,186148.56240743902,226041.01624897818,203084.73721731998,358288.76474336674,325859.94632229296,187596.06940954106,287244.3083515152,236566.38090190224,201238.0889800314,204441.2176871067
2022-05-01,359408.3433684636,755409.2274823604,371164.4370394487,439078.17661148316,461440.22768521676,299687.57166644064,231360.83411917696,565982.7325888774,445173.835816747,600696.4707370634,559656.9560769872,245040.5161105826,656080.7687655562,445203.8704328435,843667.2498606876,422077.79457542306,540759.7367352744,309028.3664236435,454791.56165870064,332053.0792947589,210008.6432434152,399781.8810124653,249673.5707300679,274041.1803692761,306816.0391219349,368267.57093786524,299828.9968955537,507694.091812444,278143.4297437746,412062.2374456639,353630.0865788001,364117.1100011735,217268.26450152908,272168.6720048928,196571.31350949986,176003.95916422852,222799.48036821818,153273.9002422572,486448.12102021434,253444.2778041101,346632.7005591176,188264.56373364045,229310.56784375405,205826.42593452727,363312.46762737003,329303.28092017345,189785.41030204672,292007.29482972453,240159.42591416382,204042.07591107427,207247.70505753704
2022-06-01,363159.0644659212,761044.6124973376,379753.631233318,443716.9645768786,466642.719568875,304414.4169856427,233725.352055333,572530.7406550922,453120.6119254625,605794.5107419862,565518.0780619619,246824.91662110479,656337.5940968947,452447.93256572704,853016.2773386347,428616.7033197805,546342.9313870695,313711.8865930307,462332.95154604764,335005.44762104226,211383.68866858832,402801.4859883249,252049.87227894168,278895.33664473693,312475.90928769275,373368.7082859112,304270.67932071467,512203.17318935244,281666.67092319136,417692.1495425136,356670.16910489695,369984.6251395971,219777.43871042936,275577.09785304725,198225.4757249767,177537.5044479013,225362.40773689505,154663.90793416006,490492.8463635731,255791.8549498959,351312.2934391957,190447.62415717647,232135.61132777404,208260.23365463506,367142.8145147951,332737.4273892813,191874.87523805423,295903.0995515367,242918.59650214994,206536.79417557278,209828.35589442786
2022-07-01,365026.7625006346,761352.5927759003,385581.49673815956,446845.82921902026,469562.74324551923,307288.5631040371,234307.75601910893,575564.4905357388,457141.3443520818,604099.2668459495,566119.5055151737,247190.7921310485,652612.0918917488,456014.8625609982,856631.0856388337,431544.52918733255,545828.2782250904,316516.57902174146,464881.8126449611,335575.9039006536,212058.4633352007,403483.57260628,252963.7772960762,282241.9967390247,316030.47968844307,375901.79032170726,306834.75357405975,512168.85025584744,283903.16603126976,420492.1756942453,358728.13501346466,372509.24249812,221234.51126847486,276986.08034470753,199115.8019263797,178880.08232554924,226613.84024817674,155297.63376829674,489770.78421530826,256970.64641992562,354272.08234836283,191961.92285646967,233682.0864275193,209900.00137936123,368528.39761488856,335238.8819524936,193477.60046025537,298014.9531091428,244251.98966223586,208067.9286947146,211270.84851699867
2022-08-01,365164.6559573707,756706.7536997107,388531.34257174464,447783.07548274327,469716.01584037166,308190.8319277009,233634.28732761322,574525.5259034266,456261.25674609473,597421.5821489918,562316.4897329799,246711.63789111888,646186.4449514897,455378.53026223084,854406.8191072579,431650.17140284134,540464.7779937139,317591.3502687337,463418.36972044245,334246.9548541343,211879.93974713187,401977.29061954207,252750.39800819932,283989.1427248155,317478.1273738936,375950.0190668418,307686.7591838781,508272.40047443827,284692.47014587204,420126.7811641264,359677.9111360973,371813.51949372346,222066.5640615522,276799.6679488676,199531.80379143715,179694.98232789687,226847.1629854374,155371.49762311243,484992.9005402196,257534.60479112787,354958.0984647631,192684.26036833212,233997.10802791244,210646.8817534579,368547.370039132,336481.5838940589,194446.92778125755,298442.6748210483,244360.04453643368,208512.36471887946,211774.3494466831
2022-09-01,363953.6757650092,749276.4125533407,388908.5359619637,446196.1291908258,468111.0722570809,307525.66998102143,232075.0959801794,570399.4685641854,451047.75835913914,588495.4062896558,556239.2599200093,245410.5933186085,638007.4446063457,450745.91568197845,848867.9493471929,430221.4620494318,532640.0892030349,317143.4700115594,459018.9533700212,331784.02433049097,210500.2801133642,399331.2257530708,251775.08754950817,284132.33917205647,317129.81929591537,374436.46807457524,306968.40419203485,502319.7175154895,284037.7953588195,417845.3586646065,359228.9341248258,369341.1085904925,221936.92229374463,275894.0879532294,199342.86798367064,179460.8990042601,226173.51876474413,154852.8332140899,477439.3203631402,257162.9324227517,354180.81898511807,192577.41709719322,233163.3681648063,210610.26981433635,367380.96203677385,336369.91976116906,194811.61255735144,297622.1801840507,243616.84428166595,208325.08781271326,211373.4771249675
2022-10-01,363123.1038910752,742587.2892815055,388426.56111401884,444345.39158014674,466947.5578535229,306574.6104896846,231024.3963877624,566881.9617957864,444577.0506315506,581756.608783849,551328.8171732174,244539.43830731898,632001.1319956963,444794.07310750213,844173.2867691849,429454.29256070236,525949.5295058723,316401.7526536769,455248.5085379216,330092.4362853092,209005.05066269042,397628.0159899616,251471.5732857352,284092.0195547839,316526.7256312597,373226.5774997622,305798.40998524986,497714.25671251566,283309.05786705145,416379.90999657847,358449.4597356187,367256.7896186995,221611.21954508233,275302.752613876,199151.26204132222,178643.88543661576,225677.90228817574,154649.02077969772,470303.27904414333,257250.1110109256,353542.76089508674,192650.53011565443,232440.75217161587,210750.32111095815,366864.02394731116,336723.19363024825,195196.72645896347,297254.1924701118,243307.52527969485,208409.0375013518,211091.8077064361
2022-11-01,362882.85929323756,737330.5738266761,387720.8664643741,442771.1874950161,466414.52353416756,305571.3964296175,230251.01971048545,564897.8851910217,437558.49534263107,577217.2860810516,547545.8909673911,244052.09113413087,627532.754813264,438148.6077475867,841089.299313597,429764.84159016167,520536.38487537747,315488.36509302765,452242.44655112043,329037.1433261331,207637.63159675105,396733.4316736719,251673.83446230344,283987.7577715789,315822.8606011662,372856.5418129253,304555.06274183653,494268.93432435207,282827.26877684874,416145.1528396587,357531.42164054496,366266.8519561928,221065.0283565674,275291.0449413509,198864.85048088967,177667.73498973492,225539.6490925722,154455.90430579532,463567.66674667766,257540.047399558,353856.8392196391,193021.2313273742,232027.20099117592,211149.52902900302,366546.8590748741,337448.2673404483,195788.69399397066,297213.4536383026,243575.1519913856,208704.03429092304,211006.53512799527
2022-12-01,363008.0729851182,732824.6264603315,386875.96226595243,441169.7219343525,466699.43229064625,304282.33079533215,229698.0224184215,564398.2878883546,430660.4399959001,573811.8447524117,544333.6629596753,243787.244751003,624476.3839953808,431951.97621850134,838551.4830503383,430412.9036258646,516210.4305287238,314371.67447584245,449604.2478181092,328156.8276954604,206411.32080603854,396589.005318731,251885.61614971014,283754.24766739126,314914.2904520651,372682.67003081104,303339.4521711563,491331.774130607,282751.76046071126,416341.3095175279,356908.01356289303,366378.1848101122,220567.19348849516,275622.0840763855,198486.75281191964,176663.08341673703,225623.39645524696,154683.20823007394,457324.60639984044,257598.6302997011,354498.02344222605,193465.9982741998,231857.6199924261,211679.71786543785,366867.35985227156,337940.28725892206,196144.73743100496,297318.9554130879,244280.01428647005,208814.0986817573,210894.50734472412
2023-01-01,363021.3092603241,725814.32672041,385530.0453519738,439493.55910204444,468078.3171073908,302581.4918768763,229286.74638435224,563518.2630132883,423768.68105485867,569371.8666209799,540732.439889893,243264.25210741325,621566.7694952769,425839.24702940584,833911.3544144487,430420.49697833695,512378.98199887614,313055.1581220355,445520.61393578356,327210.8379796509,205582.4590856809,396959.274341987,251700.82148516734,283148.9074605343,313518.96504676266,373905.1940630754,302146.0876051226,487963.4151663899,282608.2512518918,415822.4340365338,356015.3365977863,366820.1974148197,220142.2288152928,277034.3990435043,197915.81281093517,175399.34490285206,225433.98587318943,154410.0919738985,451399.3261148956,256686.7227823875,354780.94024619757,193418.57897666088,231495.69331712296,211882.01997844208,367271.7183462062,337578.80127723754,195951.25862265553,296931.6574311804,244455.7511395083,208336.79601670968,210245.7962385912
2023-02-01,363284.00050003245,718607.1790257782,384390.3579682715,438101.00764178066,469493.44881486177,300964.084879014,229292.617695243,562831.8593007514,418379.94123988884,565693.8257807483,537612.9850946802,243036.83502405105,619497.7795422478,420833.83881173545,828790.240476214,430902.2780636029,509440.98171817535,312193.1046926798,441563.5298162462,326705.55058140174,204980.2281499995,397842.4926028629,251304.04207976357,282602.83739554056,312510.5549311238,374982.72692770563,301821.0728492377,485313.2098468154,282806.5439929589,415844.27268046926,355320.9420362969,367853.25044416374,219905.60564854016,278791.18621247966,197661.5177980929,174184.29018477586,225549.83144310408,154108.02569551513,446697.07177097496,255386.08182137515,355590.93169716856,193405.78073676268,231390.25648981077,211868.95840204405,368043.73922322894,337026.37161322474,195689.48997362526,296406.5866711095,244842.5828019403,207851.19499590548,209870.4182093616
2023-03-01,364149.6946386031,713305.6219130921,383926.81766178826,438196.30401249306,472191.9291493806,299884.5621708589,229903.38846295283,563388.8196500099,415194.9089303618,563404.8209188097,534980.896641251,243436.21474617554,617717.8808876207,417151.6888235148,825129.7030739858,432270.9094391972,507311.3594220585,312302.07913328445,439428.4067771074,326970.51988095575,205348.0336177421,399196.41876807204,251460.95973028583,282712.84755742183,312474.82254610775,377236.7784083571,302488.6356541249,483967.6593172274,283504.13762479625,417124.6669951792,354929.91751675,369657.2548293565,220268.2673561649,281392.2471603781,198131.83809536547,173227.30476899134,226066.9340748297,153967.91560160564,443292.5786211191,254816.42626840004,357325.13870960154,193876.68061559903,231910.08680488844,212216.63100139578,369244.626473768,337086.1566740628,195895.83005370563,296833.6752739602,245660.24968274802,207975.11931859943,210140.68570633596
2023-04-01,365979.43076004245,712721.6293007992,384371.54969657987,439705.87062919914,475902.0075333231,299512.0397509106,231071.34286165264,566751.9574386529,414103.50941010966,563340.8703464506,533582.8255228106,244801.98111534715,616494.8003295431,415058.4290958899,826553.9880708855,435275.0205457382,506040.72085534665,313226.4776272056,440980.7486504445,327948.8031843816,205805.0189856512,400953.90735159843,252289.77019427493,283529.68145506456,313512.6940940041,379529.3174117962,304123.6027699706,484310.26833703485,285114.4600152013,420475.04737290106,355133.5831547726,373084.76938497764,221323.73263254136,284194.50176036794,199336.9639913348,173575.33644642547,227503.458621771,154476.50225973703,441571.152991811,255339.0181459741,360476.42708005133,195079.71416632805,233414.28647285016,213262.62748872247,370757.91361286375,338046.47483524005,196762.8677393165,298023.44130554685,247440.25921251523,209030.71206397528,211503.1272933675
