,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2006-02-01,259583.35855802757,473985.39040205796,237852.01768913018,275227.4497751302,358400.76553062024,134314.91701589557,151466.2441021939,371762.5180200441,271382.18640999246,284850.98267941264,236714.68408858284,203116.93944745988,385655.25614271284,329604.45104478253,451106.6315341269,263072.6705073358,194019.53413339774,161724.67923514647,179157.81686720738,216413.71732685805,142552.49696613557,324247.96400524984,160060.27750445597,151248.37628202065,156573.91727641746,204205.1951857053,138285.66144881278,242390.33256825976,167763.54175245285,300029.2276941541,223560.877799465,207277.78422174635,125424.07020819122,175370.8380891479,118316.3119059073,110489.6581575141,117759.19425851664,101128.06047834211,178581.43394608982,,305850.7694915112,107208.97171318649,137651.05878268668,114111.50022921631,262265.35476935323,184258.47858385326,103757.52978390525,138243.3931687104,130930.05888609093,119423.08460347196,132164.66437132645
2006-03-01,261800.85565995096,477010.7918166029,241421.46566572879,276832.58227522747,361111.4959988576,134571.29999615063,151585.6595114761,371355.328221513,275377.81371579465,288273.1456718094,237039.7960268074,204270.92318812627,389010.2066937099,331290.57053582324,457117.92086271214,263084.18617819523,195530.13864312903,162232.88415844963,180330.4438753325,216809.1557724568,144028.47238681154,327454.1224111288,160966.84769972865,152331.99262561396,157331.10169192406,205799.5294297016,138980.87700257773,245442.0248596292,169475.4560679989,301157.3469916947,224092.60484366756,207615.07967265692,126404.0328729117,175767.59018049994,118908.80522737409,111295.96452473979,117624.43638168748,101228.51772033208,180508.5026194056,,307183.5115037786,107491.15046663978,138011.75721873905,114452.69284945137,264784.5137834368,185483.8612590471,104260.39400924538,138701.8723519167,131393.6887238654,119628.86466629691,132328.72231388776
2006-04-01,263817.6851162407,479727.13182097,245395.45861631978,278226.7538467402,364058.6291549404,134982.3708308034,151568.4198751036,371045.1915004865,280043.61645136186,292244.9957069499,237313.51010429542,205305.4913097197,392001.4442936477,333615.53271581774,462825.5464476068,263346.67845782853,197425.14284366835,162748.96891626806,181865.21703151197,217183.38404951035,145355.69246790162,331138.75243051996,161926.246473894,153482.56095808744,158139.6511566634,207245.3357032626,139783.1043852629,248802.09265465476,171528.87197453962,302971.7041957297,224632.92086307242,207525.95945611174,127443.59582819731,176172.34984433473,119522.2738452332,112290.81337074803,117609.1046877344,101140.72010265349,183171.8618926791,,308729.19824255403,107773.29253515649,138368.52983911056,114815.33491508198,267225.2596504404,186842.68369601583,104765.56862631599,138945.65430446333,131828.8954486159,119844.7900252344,132502.64632263206
2006-05-01,265292.128524536,482426.34020145686,249206.54690281427,279543.6748078918,366851.84652433806,135544.68488341058,151432.31978979657,370807.5379276488,283131.5105832299,296253.8247117899,237838.16992231915,206352.95580823816,394461.05793498293,336246.6466382807,466421.4893796938,263859.9976789799,199475.44389979538,163240.81747564848,183341.79628880345,217443.49394786838,146382.12618388978,334878.3272588667,162999.84235495722,154593.49710519752,159018.1232394129,208714.45598488455,140583.621329542,252569.36425771788,173599.0654276627,304078.35963585647,225859.16264276544,207537.38988623788,128471.8159808794,176507.51023338013,120106.24383275426,113076.05686453644,117732.63774084121,101387.08629691559,185995.05247676733,,310708.21162747935,108031.01843939903,138712.22036277782,115140.1430153799,269439.1043431403,188603.64020255828,105205.13323772572,139272.9114386584,132261.50204160574,120075.89998824314,132680.29149327552
2006-06-01,266317.01945954683,484293.2604799779,252397.30203280746,280903.7957699125,369274.48690884234,136167.9988503272,151206.3462604876,370235.810962539,284837.7469497768,300037.0346169741,238319.08594618677,207110.8864189951,395667.7041542027,337436.55721089104,469468.55172300007,264259.10384820565,202067.32633757347,163774.9394775499,184841.6702512319,217718.00046230014,147258.42892254159,338105.32995460805,164175.44556565862,155823.10809620656,159894.57732170352,209968.22647692324,141406.32766302073,256677.70071911401,175776.27889285362,304478.6431318672,227292.39842056626,207385.92746059372,129456.57943887114,176776.77454685897,120671.83394341457,113848.45321855613,118130.23732384689,101761.2376902381,189490.0921961549,,311883.4228293992,108260.06003110642,139065.16262492593,115452.59705162053,271221.61138377065,190574.80193556877,105604.18813674715,139724.25556599256,132562.98140036824,120322.21694799727,132839.63596809364
2006-07-01,267208.0702554042,484986.4998117774,254586.84122634307,282176.8741305475,370872.80020034086,136789.57692764257,150945.8222592772,368642.88289871486,285178.0248340747,303526.6887332667,238610.6168644342,207688.11323054953,395496.1370755557,337774.3514406539,471757.008808581,264026.43869078817,205268.63647853376,164337.57983946995,186281.52724982597,217746.8497976932,147983.34975584692,341019.951075153,165263.72551028087,157092.26129310622,160788.24838970628,211185.1684089672,142235.7034753525,260508.84230870978,177680.02079648493,303864.18415803736,228903.8656934401,207176.63941205395,130372.56106788655,176946.1784306364,121207.03776076506,114393.3988994023,118598.41569894255,102131.51767423634,192093.4638287165,,312700.71259378805,108460.80929041033,139426.6437766309,115776.42714592803,272855.85783005,192662.67762720832,106000.41727114616,140321.46574432342,132819.2580059683,120620.02723571552,132982.065647693
2006-08-01,267795.95874782145,484992.62525443855,256024.13162186087,283315.8165074146,371592.48318461067,137341.67143299853,150637.23327080763,366612.83953790134,284339.10676361626,306690.33396341786,238875.9393956775,208119.2875893251,394965.9996088717,337467.4466263766,473814.2906025305,263760.7210218235,208827.96029732644,164919.31496843917,187746.88448798595,217615.85853575877,148799.82986693617,343322.9845366401,166144.32232135613,158244.47991656573,161705.90396573258,212404.0471423825,143081.6741114135,263936.47032142483,179634.4528971101,302861.447693916,230748.89394521047,207166.10668581302,131316.9837439277,177134.04754106243,121708.57958515285,115211.25990291854,119045.8701696751,102432.39822380377,194350.99104637885,,312994.7907489106,108655.34183012566,139751.13440514638,116202.01728351942,274315.10911244294,194261.57734649008,106386.83148731367,140706.7159443219,132917.8486046438,120937.28114593687,133073.98844861245
2006-09-01,267882.74638863443,483953.31969847647,256626.33119859605,284051.63089044695,371696.7166218418,137928.79192018724,150296.66038345412,364147.65845415817,282519.96265713824,309481.6243538865,238934.5186593576,208465.23973223707,394267.89474631863,336782.3263091001,475947.1995455947,263333.3699986183,212338.54346370837,165439.40508354467,188970.79808459105,217227.38865203774,149514.18486643882,344822.8595695766,166758.15800129116,159228.9787558609,162593.06018552036,213525.62915357843,143860.8824132921,266118.1461824623,181498.30838659,301228.6176984043,232798.32965673134,207447.04998231083,132140.16164009157,177412.7211328815,122200.15973046579,116071.86361325641,119395.60717551118,102769.77568620078,196240.58871496803,,313051.8418042257,108921.19119956822,140086.31271085757,116541.20822436667,275575.1504977935,195665.21802898287,106722.49091294587,141075.46608610565,133039.61380750948,121245.17890263686,133105.88643831972
2006-10-01,267589.640760718,482768.94243051484,256599.11206885343,284592.2225531042,371245.432802256,138654.1048493442,149909.0326298851,361939.6976026224,281199.86711233854,311868.96893507085,238846.02311607604,208739.8649607109,393133.8331093821,335502.6384421371,476781.4526659918,262580.58148961357,215520.71077914888,165898.21229231724,190150.88871631786,216916.19688446843,150165.83081885584,345297.0518991535,167236.0847376998,160042.75012972942,163407.10099513127,214663.38835085792,144592.7963701107,267712.435898758,183307.3762298238,299558.56050986954,234722.34327479298,208014.27187299437,132871.94710952186,177750.08040408636,122572.66199328883,117134.17054343307,119814.79638646367,103236.44170867254,196207.3152296327,,312738.3894650855,109210.34510607437,140452.76191484625,116892.45483416745,276877.52439123584,197106.2690666091,107059.84427931112,141243.64686364742,133196.50919126786,121532.0263802019,133085.8391029515
2006-11-01,267237.9131071302,481506.0944712842,256214.55100049722,284904.83766022633,370486.4630447309,139348.723291748,149464.7036395096,359624.01980769524,279423.34761217405,313573.2856249442,238522.8266664904,208984.36110681677,391369.6509510694,333653.0046831049,477826.4111098566,261669.9762116489,218482.55565635223,166238.19706160008,191332.3991307606,216586.86110043115,150812.9446294766,345379.9357270891,167618.02286710867,160657.84885836893,164087.5332469933,215842.70876989517,145201.73352360478,268940.12309763185,184863.64685831303,297702.2663685878,236225.2373830421,208388.24127753885,133328.2675791017,178021.9184137953,122891.22777186472,118011.93977280504,120143.95352955004,103527.86187364045,196393.72710155367,,312193.33166907367,109504.49754913524,140826.80203809097,117157.77010414684,277404.79816443194,198686.0021035309,107394.21194231005,141550.82502369376,133445.43711252228,121809.9714825668,133003.3197990974
2006-12-01,267011.0950896225,480410.4350720344,255445.37978784266,285237.08418869716,369297.864822526,140037.7669381064,148924.61049979404,357591.9308071796,277617.68984737806,314776.53603136033,238388.9343061012,209315.1618943146,389723.61449671234,332347.9535285623,478049.12652352575,260602.80666010513,221160.21416173386,166610.51726508525,192626.21286764846,216463.15690418953,151411.4321237286,345150.7290324257,167940.31937228618,161151.82460048623,164698.44255198524,216960.23774475805,145727.04552308627,270157.2585812994,186090.53924897802,296259.22623878065,237728.7221106343,208641.4112909252,133674.41619833137,178197.52723367265,123148.11367178669,118698.59635138826,120445.00548831384,103690.04861065245,196383.1982030761,,311647.68392293627,109709.66680113744,141131.2762510601,117493.02814005276,277638.6078472534,200126.5993202727,107725.95481659651,141954.12152376797,133642.65284285197,122108.21144262579,132867.37756007048
2007-01-01,266754.9425905484,479506.1087501102,254472.23184494118,285514.2844338028,368061.02655658714,140401.47602258142,148301.37090494123,356095.5945667859,275710.93659950764,315681.2353294389,238343.97812817208,209824.1341138044,389130.0145298827,330984.1859054692,478444.818979745,259670.2185758983,223828.26466563225,166952.74265906532,193619.1636432199,216458.94758519044,151975.19038358374,344950.5517063546,168266.36654687487,161579.7348233201,165316.1881910199,218087.98968355008,146104.41129389152,271114.96407577745,186986.17912064353,294688.8132462666,238948.34906144076,208848.9888196115,133872.13467882198,178457.05352945428,123385.87640782718,119204.85195283157,120550.42653113452,103708.50484755385,197671.61325832884,,311459.53220985486,109875.09906748422,141348.19709835676,117766.0485427981,277015.19685101835,201267.60075934356,108009.4871180586,142635.02877178762,133807.74829481542,122374.0431428256,132720.18508898965
2007-02-01,266652.7873011262,478445.25370948226,253420.31904435935,285740.2176970648,367159.4946967342,140544.63905110804,147675.69115843833,355049.3981385098,274363.50892847363,316831.02018255176,238228.44632308485,210334.6253691318,390046.0352422294,330055.5955877754,478482.22013437917,258661.93079870395,226437.38233476298,167328.02210783467,194296.90160145753,216543.11339879586,152523.95156345188,344673.439895792,168656.04050161623,161984.13241409152,165904.07998890293,219108.46426709823,146491.89394024198,271989.74183741893,187693.4671066146,293557.51774692774,239785.3548683805,208862.81291037865,134316.66343905343,178689.13725347514,123610.82833363554,119548.50541393399,120628.6593586899,103852.7610842791,198017.86813360816,,311482.7933222321,110031.30871062835,141520.24892637634,118008.02498634723,276701.3230910818,202147.142586011,108218.9520993338,143129.4587361681,133916.00448085924,122634.22647476365,132626.14446117546
2007-03-01,266586.6037828,476927.5529456849,252211.63956477345,286039.73495806893,366919.06757124927,140526.72823785638,147013.7108804597,354420.5021238315,273648.5498912216,318586.02638884686,238163.46561147526,210742.4596794352,391272.71262298943,328908.3042832653,478941.8289450417,258116.93539198823,229095.11524798768,167687.97245841214,194802.02276239428,216450.12411784867,153139.93671016776,344717.51951675484,169144.9957969277,162361.59986686765,166562.81732994635,219732.21418174045,146950.60898113155,273035.7236081367,188192.34706596937,292662.91603032727,240140.88151330862,208670.3860918619,134859.46370182442,178957.76524701042,123783.60384543934,119774.59090790585,120622.8831048839,104087.8229748971,198024.50763949705,,311534.4880245999,110141.05144620205,141669.97524706405,118277.8483309851,276614.70917060005,203092.40435166578,108384.90616908565,143379.73230174315,134086.23605068997,122877.830719926,132496.68156191483
2007-04-01,266740.90411614854,474981.92773515964,250815.89384310527,286162.212259449,367068.5882427011,140744.42652039,146357.45915764594,353771.3974229438,273390.04040454427,320808.1531189638,238299.7805975563,210932.67900305885,392296.36317336746,327240.670568193,479396.5602177071,257499.20461289372,231598.86435583085,168066.91158850046,195543.78253452395,216159.38906074959,153774.48626092717,344850.9521706931,169596.30927493205,162620.25386798827,167242.18498484846,220078.0538591279,147492.1655400879,274496.7396302324,188960.39721670604,291798.77953127463,240620.79052067664,208356.08095123782,135556.28223852397,179123.01324500286,123981.18863642977,119981.22049392779,120695.10212380714,104366.04533881326,198257.09776288737,,311339.50784543273,110156.80735870461,141768.66246148324,118646.09683183061,277157.02764957736,204194.7643717382,108560.78856498969,143457.952583725,134207.0791026937,123135.88156556035,132351.60118597397
2007-05-01,266555.8486469509,471947.14483555383,248998.4472462668,286396.96030183136,367005.84280127677,141142.57205102805,145572.6985733954,353027.22070105205,273062.51453338866,322786.2645597368,238705.52801057734,210953.4908910288,392773.56176549144,325179.2641992683,479592.60184969,257044.6424724279,234056.69952873504,168390.8040369219,196229.32676945595,215662.39833505373,154202.15333823892,344913.05259445804,170030.23894234837,162870.85345821313,167976.64153178644,220335.5020793806,148030.11527949874,276004.70739375293,189727.9701510355,291019.8712855401,241414.7817395633,207955.1773804555,135978.05032618472,179202.24331502136,124080.56705342804,120364.79238115287,120673.62087802711,104606.02583749744,198824.96330824934,,310982.0325619236,110153.9299052857,141816.0691720528,119091.34311512324,277940.9702843511,205509.57796360253,108794.3992545809,143595.5716261924,134279.88930233414,123271.59613158437,132182.0589127454
2007-06-01,265957.1155158882,468452.1691187683,246726.96474273052,286432.8506515212,366238.1820689453,141660.24892477502,144837.70776248525,351983.6300337743,272140.46717552404,324059.2918688949,239125.85648524002,210831.251324269,392874.27093241067,322352.37182928476,479563.08777617785,256318.56535016652,236749.84630876817,168609.8600363007,196885.44140967345,215016.35713236895,154551.71249198008,344703.02883024485,170360.4103387336,163039.4101974964,168687.2890371374,220715.39025492835,148513.52418380362,277045.65199688805,190861.89033468367,289370.36411855725,242238.15214161237,207277.95460103414,136255.48830034884,179198.9064674574,124173.39041178796,120696.63304701397,120639.36370553507,104804.8865485881,199303.88597180348,,310292.252490141,110172.45190886217,141810.94205665658,119480.12079649318,278937.5838537607,206972.99019894734,109099.96735917206,143984.9521783389,134021.03422384826,123317.94258810255,132028.05860852616
2007-07-01,264829.0468431954,463979.22052127024,243990.59556196103,286490.1255332249,364807.87552488485,142122.22276539812,143954.32836902258,350566.77714761515,270590.88344045467,324649.42302272015,239435.9066116667,210553.64016825648,392881.5855462405,318995.680077652,478709.83480041364,255673.76965245194,239466.5564490951,168713.3521560118,197310.65874884804,214125.33594499677,154822.24055636802,344236.2270009367,170716.47952209608,163204.8690289323,169299.61916393772,220933.90188592862,148911.33985568152,277591.40229856194,191752.25576518034,288046.6239148118,243085.67527630148,206214.1940322936,136348.5598769938,179008.22842115318,124238.81066396779,120867.68114604607,120516.2956867781,104955.5334510428,199753.97852044913,,309422.4980136557,110246.58713009498,141782.94639242822,119798.97857312854,279488.335519956,208069.83528728422,109465.66396684968,144337.99880714188,133881.7559958494,123314.60879676863,131822.274895911
2007-08-01,263574.68737311073,459314.96154715825,240966.31202029905,286569.32435984357,363074.5390096448,142613.23126235153,143182.40489008123,349098.1121499037,268464.2614994517,325106.43466677004,239582.06487041293,210201.0374224527,392793.3779732765,315390.7573763696,478076.9031959208,255135.46410347984,242140.0860197087,168751.36721860775,197877.81295195478,213301.38131734123,155206.64053326208,343665.179080463,170972.02902414228,163342.2063979366,169851.67278781804,220925.8151275695,149219.74648393027,277696.44514281314,192519.6239091769,286558.2596174238,243891.45578913143,205896.56552587062,136473.6400382877,178881.4330218926,124405.3020052819,121013.49296971895,120477.65670719607,105113.2099974201,200142.35486932812,,308634.6839638031,110335.36264104645,141721.23474671025,120141.1613525948,279714.8202252352,208859.58758525547,109811.92546315359,144785.13192766756,133793.9491244978,123403.61194226716,131579.21368114956
2007-09-01,262427.37945034035,454073.0375276795,237870.09502344308,286575.39025405556,361377.1631849138,143097.10216076727,142211.06186989532,347655.67519010353,265803.95828917966,325312.38391742774,239394.72027038177,209640.47309401815,392802.02675262885,311364.9802280135,477083.7850580029,254586.81401656,244159.79429126272,168640.06810746028,198450.1557073242,212483.909837193,155548.61134369634,342840.7576899793,171100.577413126,163428.60937465174,170285.89993886175,221072.60295370198,149364.50359375126,277655.2526728317,192766.39136081294,285473.87878521247,244862.35185847245,206029.76143083,136573.7006082132,178787.6229422538,124523.08671707899,121202.91220633144,120429.74864419749,105215.59691418555,200447.15459295487,,308092.18140076933,110418.14479907557,141599.32141690116,120402.72002942064,279489.3343975647,209391.78356070825,110085.60253692149,145145.84492421942,133834.27433454437,123517.49801335769,131391.36191522618
2007-10-01,261434.0443610523,448572.08480570413,234703.38212631442,286783.3464826071,359828.57194644917,143542.6743360134,141234.50805922374,346030.1532529125,263121.24012521794,324789.55480031687,238946.77997119413,209016.27172584712,393269.5020217492,307461.4679197101,476707.9963924892,253954.09416867132,245712.78158349797,168422.2990785862,199081.21013009094,211757.4498473846,155799.5513656118,341331.2328839366,171184.81357669338,163364.36186372978,170627.3440821497,221495.97597892288,149391.3776381144,277331.2562432715,192841.489889879,284271.7219803247,245853.72470968578,206623.5949740204,136662.45335669885,178817.72125524367,124624.74833370947,121447.66976955756,120500.62393759757,105311.46767524356,200642.38980512982,,307554.5134698234,110532.4625715721,141413.47437295408,120621.55231837458,279387.51697211765,209993.96834054412,110267.82192226942,145568.07817976727,133536.3137620176,123648.00686383284,131172.97267156714
2007-11-01,260451.9993766969,443042.4352683761,231392.2220323143,286992.7745782205,358271.47120188223,143913.94859855183,140143.9954661536,344356.8044586761,259609.72452524156,323525.7604712203,238205.6601964536,208366.29879186917,393554.7972520686,301957.01873126015,476273.49639084615,252984.40142047565,247020.9478792433,168019.53668575175,199780.94243146075,210767.94381900193,155999.8741774367,338810.57046817354,171292.46568067558,163229.29418089162,170880.24639660973,222130.99226195563,149227.08574406768,276629.3477216277,192831.51318437283,283496.5999636937,246696.36789220688,206618.61306445755,136649.84195266577,178781.12128052462,124619.70739152981,121576.64570240416,120719.08574257017,105351.03047028527,200815.64706990388,,306611.91154302494,110578.02951165377,141102.26587452085,120644.80947112839,278876.891705822,210526.21241234525,110436.09597208444,146045.20883988857,133203.13045972885,123768.57973348117,130815.20004999392
2007-12-01,259156.92403496508,437114.7644237362,228034.1517552754,287106.51284772315,356689.42628051946,144256.42202298765,139178.35905241294,342678.77663775824,256113.42701650338,322001.74296139245,237337.69886426275,207595.17488481035,393315.20666684344,295984.7343284511,475992.7618143268,251776.041823382,248299.62977922827,167604.44039350105,200565.49759959293,209514.80842237073,156086.0338782186,335909.67029047554,171377.16147744714,163070.9534017409,171043.66084017942,222761.48782130485,148964.05278136441,275679.74285122944,192916.18406128942,282759.06572949124,247430.29593571657,206721.08632303067,136554.49881796635,178721.40219052043,124615.41846883069,121502.36145436991,121060.94584419066,105438.67493644613,201185.44030578007,,305431.97580616036,110582.20482268771,140759.36553928416,120604.17610118825,277799.49642844463,210938.85308537827,110571.4919230547,146618.50554263717,132858.1640792338,123953.13928903581,130363.09577333392
2008-01-01,257657.35452130926,431212.1674504317,224385.85518688426,287176.8499880133,355301.73232861987,144117.99652854094,138192.21092059792,340933.3692755065,252370.165727669,320489.0901517296,236320.73597943957,206753.66364953786,392702.15588612476,288513.4451069739,475357.41328226816,250401.19892353239,249146.48423236166,166979.82514504224,201291.20118828965,208067.38784097476,156182.607447186,333398.54609984026,171333.00118561,163021.77951934145,171152.9425044412,223847.13608290287,148526.67894435153,274284.719756965,192884.46659976174,281696.50865437044,248014.06061817225,206812.56199947963,136347.46790418035,178606.0763199226,124572.50868889329,121467.27058292972,121290.80479747498,105571.40347274787,201580.1147926692,,303409.31476117217,110529.92923577088,140450.76088153,120516.31097535386,276037.55190882593,211206.6700235861,110621.10896423261,147282.45120120046,132497.03680333818,124191.70700357878,129877.41736579454
2008-02-01,255976.66265602104,424245.26940590417,220785.09502046905,287036.3183433416,354193.4649367474,143717.7201822967,137053.78911223845,338953.7783712787,247871.76857223464,319120.9719570323,235396.3390644635,205097.65399193807,391846.37055037526,280372.61538700835,474414.8918238026,249268.82293108408,249282.16780156243,166277.56908203536,201764.57837727873,206397.55361203334,156137.41668759947,331384.8259679642,171301.99095292855,162913.33037271295,171218.39156233973,224256.5743240311,148106.5560624356,273215.46282529423,192736.27134800566,279919.1599379605,248076.51808012373,206923.91609130986,136136.5340691692,178285.12822101932,124584.98514321628,121341.8453358545,121357.80577150271,105775.3236073047,202319.78359148023,,301229.0628220567,110503.47254093298,140306.63525487905,120457.45904273786,274395.52789174946,211447.74213520097,110685.00276197247,147831.13499616305,131982.0472465953,124304.59837014292,129409.44630947628
2008-03-01,253999.38778074167,415922.8787760022,216939.5138032908,286876.0628143208,352792.8872235447,143128.35309213994,135676.32555401023,336785.16873829527,242933.4388779221,317746.61142225354,234509.6164615867,204321.38642980732,390741.6330713289,272003.32531394355,474237.8165321021,248028.05329663432,248553.02192522422,165425.62505616614,201538.05210841654,204778.1563288928,156057.96191315888,329364.71848237904,171234.67157564647,162654.56352196404,171298.69263577976,224390.24231518045,147752.12391259224,271904.08003574936,192417.2164258772,278024.34770444565,248107.8099943504,206865.2515727001,135893.46750107882,177702.9558575852,124618.05949462799,121258.75902041863,121317.05157057165,105945.9256027727,202557.30837460668,,298684.0259130272,110480.32556570966,140204.01836703916,120510.20867259533,273595.33428078954,211657.38672548792,110580.44390275564,148173.76058998416,131552.04888754777,124243.6168943894,129027.0185756645
2008-04-01,251748.62878264417,406167.33010987303,213194.85937290115,286511.2381497097,350654.43442966434,142819.07165489157,134073.3584495942,334747.9856818779,237184.2129918545,315874.4790096838,233729.04936830723,202873.67921663183,389151.4951781992,264807.1699821803,474406.88331035717,247019.83834738715,247190.9549789027,164692.92036074135,201141.62499304058,203203.91477783766,155941.31414800065,326915.68905268906,171187.83700056013,162328.42020829182,171341.2096820205,223737.17780389907,147556.9520289232,270567.4617215199,191938.90254067047,275992.3082780238,247870.25291711013,206250.83934599557,135711.0590888562,176972.21630313675,124673.49593511024,120941.84235220593,121223.20616809388,106096.27779627498,202419.71504736887,,296717.16984749003,110337.25173781603,139954.01051557148,120605.70015959827,273221.6504623564,211691.80445278328,110592.50242106081,148255.76208791792,131292.9389996284,124056.87842081075,128695.7865813335
2008-05-01,249351.14498016585,395783.1531598698,209171.79464676848,285901.21970935754,347745.0872524515,142597.44026236213,132507.84591758193,332992.05997489765,232682.30680187524,313410.64688141266,232856.6825309279,202364.3716215228,387511.0926498336,258899.90490143944,475763.92385878693,245183.98889766587,245440.95518059956,163990.93026171371,200921.89852208845,201804.02657988117,155899.7845467539,323701.3463602617,170980.77377384753,162021.1858471591,171292.87342619515,223174.57417473607,147420.44309641005,268691.4336739765,191339.94788118647,273607.1828196145,247906.24812110944,205205.0087124724,135593.78138058295,176292.20199788085,124624.96045145036,120386.38769723389,121085.24799821775,106232.20329730415,201223.28701671385,,295162.0019773736,110155.23829260653,139608.0626228656,120804.34263456198,272595.24940374313,211550.5362503282,110634.08595952787,148249.87191497727,131140.57836375732,123920.04160721577,128427.5089929439
2008-06-01,247266.25263476794,385698.9050186039,205259.37605836,285068.5681997931,344753.6966388293,142398.68113159746,130980.66399227448,331431.83776374307,228286.0957171337,310555.51700047526,231998.34266606055,200688.23912965003,385919.28536984604,252536.96531624286,476223.7860076039,243118.65260456983,243409.76583623668,163253.52645151268,201178.26873393418,200527.79013115456,155895.73653167987,319949.3030222485,170650.34827330426,161746.2292061549,171062.44112654167,222553.96453606206,147236.11922298998,266642.81914563675,190550.5905947856,271050.0889888951,247814.22686594134,203622.31365604594,135577.85433766086,175798.22152565687,124459.31718378694,119766.94110479769,120953.0527181386,106426.99722785415,199852.95517029785,,293877.322061713,109965.58894052944,139170.7509596427,120986.6472466387,271033.12115856964,211225.39930758136,110854.76636804437,148322.2653902667,130988.59868108491,123795.17691695313,128122.48897489608
2008-07-01,245138.75972113325,375485.6542475478,201259.11403690674,283965.1096486309,341887.46894750715,142234.34513126194,129438.57731094117,329679.35343812563,223708.3956230397,307773.0815368535,230986.014830876,199600.2343643566,383523.2196645243,245707.32004127675,473386.2576168615,240908.14253588908,241300.6868073824,162372.3342988624,201461.9748293599,199145.89667939174,155896.4981020222,315617.7453548131,170062.66432428954,161246.0373862181,170673.93748366126,221800.82474289727,146917.41333779274,264540.64299807535,189624.95692176907,268086.83711422276,247790.20773810768,202188.38524262933,135525.48183870115,175317.47807412097,124253.54001610748,119112.9963526302,120755.86180277228,106663.10955472056,198446.12395671755,,292354.6591039893,109894.58833318851,138712.18412071635,121061.97098112013,269054.76941145054,210968.59340766643,110958.06832256446,148423.10004289544,130815.6144612069,123677.46741330864,127826.06046154763
2008-08-01,242787.39667100072,365653.2332374233,197100.12319621607,282771.6116897392,339139.4790497253,141884.08680846688,127613.30509592644,327665.4841915776,217969.30612818533,304751.6410465896,230020.08885282802,197561.59867299278,380334.86583282053,238549.75081951628,468167.85760563676,238935.96388082215,239006.62562554935,161354.42662928885,201374.68770400176,197425.99890612168,155950.29780145397,311320.7129328723,169297.70446568143,160587.92705566264,170219.9452175758,221360.92829010708,146457.31853509383,262266.7308695356,188602.7843120117,264921.0213430243,247981.69329366475,200791.19645968874,135287.78239299808,174774.40194964572,123968.25273373064,118596.85351136187,120442.68719111539,106850.45609553876,197053.90117793749,,290293.13252601674,109891.33258808556,138210.1066871663,121134.6202536347,266821.4968028592,210738.47034868985,110968.67858602107,148605.44176601825,130589.64899506413,123580.38981702771,127470.84302934085
2008-09-01,240356.92809114364,356569.2737296904,192870.50159559087,281437.6806724257,336329.52773271274,141377.30007326076,125835.41645270034,325142.7716274293,212196.91569094002,301663.12466954836,229208.75125561995,195828.09889959593,377499.6923352491,231330.24922077628,462039.3768747962,237084.8479095501,237018.3841782522,160270.36642478468,201191.18221253934,195463.94943632398,155974.30850121705,306960.801734932,168490.63979000444,159868.39965971847,169737.2331065317,220911.7990470341,145914.4824988927,259906.6629735607,187652.23338496717,261597.39381664377,248076.03149864415,199741.35236524403,134998.137271042,174086.87632711697,123689.3694982751,118095.9999343198,120028.79979727305,106319.74336383713,195557.26059395671,,287748.9228307951,109919.21105656272,137730.39375089784,121089.80261149206,264851.9990761941,210472.95638628653,110965.29734379414,148781.0173642748,130219.53548236597,123535.22335297415,127047.72903743233
2008-10-01,238301.20576809775,348713.9335514801,188592.3399663408,279834.6131316063,333355.3467727757,140774.48167695405,124297.08962265491,322413.5487547805,207134.45569600165,298741.5358066859,228567.40959136168,193475.68437527926,375915.63671004336,224476.96122137015,458129.9126250085,235038.91186695246,235164.9076839383,159064.19979513308,200956.58697032122,193410.0110662911,155940.76931288658,302849.5239184334,167790.04950881188,159209.33810649277,169245.13648912054,220445.2986738019,145405.49879731523,257508.2655699541,186555.8051302708,258226.04024207767,248303.73338674565,198817.6134200904,134588.2918429115,173132.9520728559,123355.52929703325,117707.13932850662,119688.5779460647,,193916.17154033424,,285079.04392359656,109935.04311944854,137296.96177024188,121053.10790641622,262694.46966334974,210105.37206371757,111037.30400993973,149008.12231865528,129728.64287516657,123445.74969316281,126495.44332956131
